#S.N.	date	subject	Trials	currentblock	Trial_value	up_type	down_type	trialtimeout	correct	latency

1	11|7|2016	sadra	FIXATION	0	0			500	0	0.525789696442
2	11|7|2016	sadra	PRACTICE_PIC	0	0	Neutral	Neutral	250	0	0.25480347636
3	11|7|2016	sadra	DOWN_PROBE	0	0			500	1	1.31684101131	57.2426038205
4	11|7|2016	sadra	FIXATION	0	1			500	0	0.488616021927
5	11|7|2016	sadra	PRACTICE_PIC	0	1	Neutral	Neutral	250	0	0.250006160161
6	11|7|2016	sadra	UP_PROBE	0	1			500	1	0.935972008227	61.0104802462
7	11|7|2016	sadra	FIXATION	0	2			500	0	0.496147362654
8	11|7|2016	sadra	PRACTICE_PIC	0	2	Neutral	Neutral	250	0	0.246425294637
9	11|7|2016	sadra	UP_PROBE	0	2			500	1	0.81616520538	64.6665265532
10	11|7|2016	sadra	FIXATION	0	3			500	0	0.491239888276
11	11|7|2016	sadra	PRACTICE_PIC	0	3	Neutral	Neutral	250	0	0.248365745445
12	11|7|2016	sadra	DOWN_PROBE	0	3			500	1	1.15590063732	68.6744456217
13	11|7|2016	sadra	FIXATION	0	4			500	0	0.49704928274
14	11|7|2016	sadra	PRACTICE_PIC	0	4	Neutral	Neutral	250	0	0.234439070207
15	11|7|2016	sadra	DOWN_PROBE	0	4			500	1	0.890632496373	72.3785198075
16	11|7|2016	sadra	FIXATION	0	5			500	0	0.497450417949
17	11|7|2016	sadra	PRACTICE_PIC	0	5	Neutral	Neutral	250	0	0.24948834425
18	11|7|2016	sadra	DOWN_PROBE	0	5			500	1	0.739792975097	75.9864581537
19	11|7|2016	sadra	FIXATION	0	6			500	0	0.500475419507
20	11|7|2016	sadra	PRACTICE_PIC	0	6	Neutral	Neutral	250	0	0.255208597556
21	11|7|2016	sadra	DOWN_PROBE	0	6			500	1	0.730085285621	79.5624691086
22	11|7|2016	sadra	FIXATION	0	7			500	0	0.494729800831
23	11|7|2016	sadra	PRACTICE_PIC	0	7	Neutral	Neutral	250	0	0.25346382246
24	11|7|2016	sadra	UP_PROBE	0	7			500	1	0.642791451725	83.1865347571
25	11|7|2016	sadra	FIXATION	0	8			500	0	0.497284455956
26	11|7|2016	sadra	PRACTICE_PIC	0	8	Neutral	Neutral	250	0	0.249609010939
27	11|7|2016	sadra	DOWN_PROBE	0	8			500	1	0.875201292329	86.8984609743
28	11|7|2016	sadra	FIXATION	0	9			500	0	0.495673030234
29	11|7|2016	sadra	PRACTICE_PIC	0	9	Neutral	Neutral	250	0	0.247151468945
30	11|7|2016	sadra	DOWN_PROBE	0	9			500	1	0.751894793142	90.4905126269
31	11|7|2016	sadra	FIXATION	0	10			500	0	0.493872451324
32	11|7|2016	sadra	PRACTICE_PIC	0	10	Neutral	Neutral	250	0	0.252335425856
33	11|7|2016	sadra	UP_PROBE	0	10			500	1	1.11446666773	94.4265991416
34	11|7|2016	sadra	FIXATION	0	11			500	0	0.498952410217
35	11|7|2016	sadra	PRACTICE_PIC	0	11	Neutral	Neutral	250	0	0.253254014613
36	11|7|2016	sadra	DOWN_PROBE	0	11			500	1	0.696670396584	97.9944373744
37	11|7|2016	sadra	FIXATION	0	12			500	0	0.492585339976
38	11|7|2016	sadra	PRACTICE_PIC	0	12	Neutral	Neutral	250	0	0.243697430271
39	11|7|2016	sadra	UP_PROBE	0	12			500	1	0.712323004072	101.530585563
40	11|7|2016	sadra	FIXATION	0	13			500	0	0.495337120262
41	11|7|2016	sadra	PRACTICE_PIC	0	13	Neutral	Neutral	250	0	0.253363810429
42	11|7|2016	sadra	UP_PROBE	0	13			500	1	1.09226870769	105.498644765
43	11|7|2016	sadra	FIXATION	0	14			500	0	0.500829085238
44	11|7|2016	sadra	PRACTICE_PIC	0	14	Neutral	Neutral	250	0	0.249021259079
45	11|7|2016	sadra	UP_PROBE	0	14			500	1	0.735979110531	109.098478875
46	11|7|2016	sadra	FIXATION	0	15			500	0	0.489644044139
47	11|7|2016	sadra	PRACTICE_PIC	0	15	Neutral	Neutral	250	0	0.251243990219
48	11|7|2016	sadra	UP_PROBE	0	15			500	1	0.83461525082	112.770511163
49	11|7|2016	sadra	FIXATION	1	0			500	0	0.497975481109
50	11|7|2016	sadra	TRIAL_PIC	1	0	Neutral	Positive	250	0	0.246711198593
51	11|7|2016	sadra	UP_PROBE	1	0			500	1	2.20413614971	121.362636375
52	11|7|2016	sadra	FIXATION	1	1			500	0	0.497901196811
53	11|7|2016	sadra	TRIAL_PIC	1	1	Neutral	Negative	250	0	0.243528569379
54	11|7|2016	sadra	DOWN_PROBE	1	1			500	1	0.861117351797	125.066531554
55	11|7|2016	sadra	FIXATION	1	2			500	0	0.509762768565
56	11|7|2016	sadra	TRIAL_PIC	1	2	Neutral	Neutral	250	0	0.251404879138
57	11|7|2016	sadra	DOWN_PROBE	1	2			500	1	0.823033422861	128.762508026
58	11|7|2016	sadra	FIXATION	1	3			500	0	0.496524581942
59	11|7|2016	sadra	TRIAL_PIC	1	3	Neutral	Negative	250	0	0.242965458164
60	11|7|2016	sadra	DOWN_PROBE	1	3			500	1	0.86934479075	132.48260914
61	11|7|2016	sadra	FIXATION	1	4			500	0	0.511141195245
62	11|7|2016	sadra	TRIAL_PIC	1	4	Neutral	Neutral	250	0	0.253903368086
63	11|7|2016	sadra	UP_PROBE	1	4			500	1	0.939283276104	136.290542196
64	11|7|2016	sadra	FIXATION	1	5			500	0	0.499518057969
65	11|7|2016	sadra	TRIAL_PIC	1	5	Neutral	Neutral	250	0	0.244035514417
66	11|7|2016	sadra	DOWN_PROBE	1	5			500	1	0.661913679472	139.802559946
67	11|7|2016	sadra	FIXATION	1	6			500	0	0.497507671213
68	11|7|2016	sadra	TRIAL_PIC	1	6	Negative	Neutral	250	0	0.245865082322
69	11|7|2016	sadra	DOWN_PROBE	1	6			500	1	0.730232042405	143.386569326
70	11|7|2016	sadra	FIXATION	1	7			500	0	0.512905537913
71	11|7|2016	sadra	TRIAL_PIC	1	7	Neutral	Neutral	250	0	0.236994812419
72	11|7|2016	sadra	UP_PROBE	1	7			500	1	0.669137012133	146.906656163
73	11|7|2016	sadra	FIXATION	1	8			500	0	0.501811812146
74	11|7|2016	sadra	TRIAL_PIC	1	8	Neutral	Neutral	250	0	0.245613602796
75	11|7|2016	sadra	DOWN_PROBE	1	8			500	1	0.601068316913	150.354533226
76	11|7|2016	sadra	FIXATION	1	9			500	0	0.504356321123
77	11|7|2016	sadra	TRIAL_PIC	1	9	Positive	Neutral	250	0	0.254372627432
78	11|7|2016	sadra	UP_PROBE	1	9			500	1	0.682992664335	153.906553252
79	11|7|2016	sadra	FIXATION	1	10			500	0	0.504811085971
80	11|7|2016	sadra	TRIAL_PIC	1	10	Positive	Neutral	250	0	0.253955548276
81	11|7|2016	sadra	UP_PROBE	1	10			500	1	0.632648927335	157.402619808
82	11|7|2016	sadra	FIXATION	1	11			500	0	0.503926921644
83	11|7|2016	sadra	TRIAL_PIC	1	11	Neutral	Positive	250	0	0.248275879562
